Date Occur,Year Occurred,Time Occur,Type,Highway,Milepost,Latitude,Longitude,Age,Dispositio,Contributi,Drug Impai,Coll. Type,Fatalities,Injuries,No. of Veh,Driver Age,Contribu_1,Capitol,is_highway
12/15/2018,2018,0.222222222,No Contact,US60,185,33.3863486,-111.743399,,No Contact,,,,,,,,,,Y
12/15/2018,2018,0.257638889,Contact,SR202,11,33.42494833,-112.0477717,38,Arrest,Impaired - Alcohol,,,,,,38,,,
12/15/2018,2018,0.34375,No Contact,I40,91,35.18798,-113.376873,,No Contact,,,,,,,,,,Y
12/15/2018,2018,0.543055556,Contact,I8,115,32.9427475,-112.7445281,,Self Correct,Elderly,,,,,,,,,Y
12/15/2018,2018,0.95625,No Contact,US60,128.6,33.57364333,-112.3271083,,No Contact,,,,,,,,,,
12/16/2018,2018,5.56E-02,No Contact,US60,186,33.386936,-111.73018,,No Contact,,,,,,,,,,Y
12/16/2018,2018,0.809027778,No Contact,I10,147,33.450086,-112.0371747,,No Contact,,,,,,,,,,Y
12/16/2018,2018,0.927777778,No Contact,SR51,12,33.6183048,-112.009641,,No Contact,,,,,,,,,,Y
12/17/2018,2018,0.120138889,No Contact,I10,6th ave,32.18219,-110.955975,,No Contact,,,,,,,,,,Y
12/17/2018,2018,0.125694444,No Contact,SR101,5,33.5083714,-112.2690648,,No Contact,,,,,,,,,,Y
12/17/2018,2018,0.447222222,No Contact,US60,185,33.3863486,-111.743399,,No Contact,,,,,,,,,,Y
12/18/2018,2018,0.719444444,No Contact,I10,208,32.7413012,-111.5619891,,No Contact,,,,,,,,,,Y
12/18/2018,2018,0.906944444,No Contact,SR87,209,33.7474381,-111.5034099,,No Contact,,,,,,,,,,Y
12/18/2018,2018,0.920833333,No Contact,I10,219,32.65491989,-111.4043066,,No Contact,,,,,,,,,,Y
12/19/2018,2018,4.86E-03,No Contact,US93,94,35.1282664,-113.6673855,,No Contact,,,,,,,,,,Y
12/19/2018,2018,0.611805556,Contact,SR101,Olive,33.56474,-112.2555833,80,,Elderly,,,,,,80,,,Y
12/19/2018,2018,0.85,No Contact,SR202,42,33.2924637,-111.7484754,,No Contact,,,,,,,,,,Y
12/21/2018,2018,0.1875,No Contact,I17,207,33.42387333,-112.04876,,No Contact,,,,,,,,,,
12/21/2018,2018,0.730555556,Contact,I10,227,32.54972167,-111.3028417,57,Citation,Intentional,,,,,,57,,,Y
12/22/2018,2018,0.347222222,Contact,14th Ave,Jefferson,33.44731,-112.090335,31,,Not Familiar With Area,,,,,,31,,Y,
12/22/2018,2018,0.8125,Contact,US60,201,33.3686041,-111.4796321,79,,Elderly,,,,,,79,,,Y
12/23/2018,2018,0.436805556,Contact,I8,15,32.6674584,-114.3973223,76,Warning,Elderly,,,,,,76,,,Y
12/23/2018,2018,0.463888889,No Contact,SR66,59,35.2434194,-113.9852969,,No Contact,,,,,,,,,,Y
12/23/2018,2018,0.983333333,No Contact,I8,115,32.9430511,-112.7445797,,No Contact,,,,,,,,,,Y
12/24/2018,2018,9.65E-02,No Contact,I17,201.9,33.4817804,-112.1132031,,No Contact,,,,,,,,,,Y
12/24/2018,2018,0.570138889,No Contact,SR89,275,34.2014154,-112.7606913,,No Contact,,,,,,,,,,Y
12/24/2018,2018,0.780555556,Contact,I40,203,35.2156539,-111.5491835,38,FI Only,Intentional,,,,,,38,,,Y
12/24/2018,2018,0.857638889,No Contact,I10,304,31.9738013,-110.3217016,,No Contact,,,,,,,,,,Y
12/24/2018,2018,0.911805556,No Contact,SR202,0,33.4356974,-112.0374237,,No Contact,,,,,,,,,,Y
12/24/2018,2018,0.961111111,No Contact,SR303,115.2,33.621628,-112.4184292,,No Contact,,,,,,,,,,Y
12/25/2018,2018,0.242361111,No Contact,I8,165,32.83545167,-112.1817317,,No Contact,,,,,,,,,,Y
12/25/2018,2018,0.252083333,No Contact,I8,165,32.8282877,-111.9040964,,No Contact,,,,,,,,,,Y
12/25/2018,2018,0.275,No Contact,I10,140.7,33.46547167,-112.1342867,,No Contact,,,,,,,,,,Y
12/25/2018,2018,0.38125,No Contact,I10,244.9,32.37907646,-111.1098203,,No Contact,,,,,,,,,,Y
12/25/2018,2018,0.717361111,No Contact,SR69,273,34.4247601,-112.2528845,,Self Correct,,,,,,,,,,Y
12/25/2018,2018,0.983333333,Collision,I10,257,32.23252998,-110.9831499,58,Arrest,Impaired - Alcohol,,Non-Injury,0,0,2,58,,,Y
12/26/2018,2018,0.575694444,No Contact,I10,185,33.0069359,-111.7559009,,No Contact,,,,,,,,,,Y
12/26/2018,2018,0.651388889,No Contact,SR89A,362,34.83312667,-111.8916217,,No Contact,,,,,,,,,,Y
12/26/2018,2018,0.756944444,No Contact,SR101,8,33.54855,-112.2704683,,No Contact,,,,,,,,,,Y
12/27/2018,2018,7.64E-03,Collision,SR101,51.1,33.43358576,-111.8911538,,No Contact,Hit and Run,,Injury,0,2,2,,,,Y
12/27/2018,2018,0.53125,Contact,19th Ave,Adams,33.44897667,-112.1006683,67,Warning,Not Familiar With Area,,,,,,67,,Y,
12/27/2018,2018,0.745138889,Contact,Jefferson,I10,33.44881333,-112.0390583,23,Citation,Not Familiar With Area,,,,,,23,,,Y
12/27/2018,2018,0.880555556,No Contact,SR86,162,32.1451558,-111.1370606,,No Contact,,,,,,,,,,Y
12/27/2018,2018,0.979166667,No Contact,SR69,263,34.3331213,-112.1262723,,No Contact,,,,,,,,,,Y
12/28/2018,2018,0.636805556,Contact,SR66,59,35.2434194,-113.9852969,44,Arrest,Impaired - Alcohol,,,,,,44,,,Y
12/28/2018,2018,0.802777778,No Contact,SR87,191,33.5803005,-111.6754404,,No Contact,,,,,,,,,,Y
12/28/2018,2018,0.846527778,No Contact,US60,179.4,33.3860392,-111.8473221,,No Contact,,,,,,,,,,Y
12/28/2018,2018,0.969444444,No Contact,I17,240,34.0231052,-112.1444064,,No Contact,,,,,,,,,,Y
12/29/2018,2018,6.87E-02,No Contact,SR101,6,33.53011063,-112.269388,,No Contact,,,,,,,,,,Y
12/29/2018,2018,0.181944444,No Contact,I10,254,32.2524937,-110.9947952,,No Contact,,,,,,,,,,Y
12/29/2018,2018,0.406944444,Contact,18th Ave,Jefferson,33.450325,-112.0981767,24,Warning,Not Familiar With Area,,,,,,24,,Y,
12/29/2018,2018,0.672222222,Contact,17th Ave,Jefferson,33.44019667,-112.0913733,18,Warning,Not Familiar With Area,,,,,,18,,,
12/29/2018,2018,0.959722222,No Contact,SR202,27.9,33.4406363,-111.656613,,No Contact,,,,,,,,,,Y
12/30/2018,2018,8.19E-02,No Contact,I10,151,33.4169216,-112.0164363,,No Contact,,,,,,,,,,Y
1/1/2019,2019,0.55,Contact,SR85,150,33.55734667,-113.274505,50,Citation,Not familiar with area,,,,,,50,,,Y
1/1/2019,2019,0.46875,Contact,I10,296,31.9636772,-110.4545877,38,Citation,,,,,,,38,,,Y
1/1/2019,2019,7.92E-02,No Contact,SR347,173.5,33.05,-112.05,,No Contact,,,,,,,,,,Y
1/2/2019,2019,0.529166667,Contact,12th Ave,Jefferson St.,33.44690167,-112.088145,44,Warning,Not familiar with area,,,,,,44,,Y,
1/2/2019,2019,0.560416667,Contact,11th Ave,Jefferson St.,33.44675833,-112.0870433,35,Warning,Not familiar with area,,,,,,35,,Y,
1/2/2019,2019,0.372916667,Contact,SR169,3,34.54543448,-112.179559,54,Self Correct,Fatigue,,,,,,54,,,Y
1/2/2019,2019,0.534722222,No Contact,SR260,267,34.3190551,-111.1144746,,No Contact,,,,,,,,,,Y
1/2/2019,2019,0.832638889,No Contact,I17,229,33.8698849,-112.1462112,,No Contact,,,,,,,,,,Y
1/2/2019,2019,0.879166667,No Contact,SR202,48.6,33.28744333,-111.8548517,,No Contact,,,,,,,,,,Y
1/2/2019,2019,0.852083333,No Contact,SR101,55.1,33.3867267,-111.8909642,,No Contact,,,,,,,,,,Y
1/3/2019,2019,0.645138889,Contact,19th Ave,Adams St.,33.447195,-112.100895,33,Citation,Not familiar with area,,,,,,33,,Y,
1/3/2019,2019,1.67E-02,No Contact,SR347,167,32.9636719,-112.0479203,,No Contact,,,,,,,,,,Y
1/4/2019,2019,0.6875,Contact,ADAMS,19 AVE,33.44942667,-112.1022817,32,Warning,Not Familiar With Area,,,,,,32,,Y,
1/4/2019,2019,5.69E-02,Contact,I17,232,33.9132807,-112.1456383,77,Citation,Fatigue,,,,,,77,,,Y
1/4/2019,2019,0.23125,No Contact,SR347,171,32.876935,-112.0456517,,No Contact,,,,,,,,,,Y
1/5/2019,2019,0.713888889,Contact,ADAMS,20 AVE,33.44898167,-112.1022517,18,Citation,Not Familiar With Area,,,,,,18,,Y,
1/5/2019,2019,2.50E-02,Contact,I8,176,32.8352892,-111.716934,48,Citation,Not Familiar With Area,,,,,,48,,,Y
1/5/2019,2019,0.11875,Contact,I19,35,31.968145,-110.9893367,33,Arrest,Impaired - Alcohol,,,,,,33,,,Y
1/5/2019,2019,0.584722222,No Contact,I8,12,32.6706555,-114.4483098,,No Contact,,,,,,,,,,Y
1/5/2019,2019,0.79375,No Contact,I8,3,32.692193,-114.5976456,,No Contact,,,,,,,,,,Y
1/5/2019,2019,6.11E-02,No Contact,SR101,14.8,33.6400926,-112.2373834,,No Contact,,,,,,,,,,Y
1/5/2019,2019,0.303472222,No Contact,I10,148,33.43276,-111.8899067,,No Contact,,,,,,,,,,Y
1/5/2019,2019,0.938194444,No Contact,US60,116,33.94636167,-112.7032483,,No Contact,,,,,,,,,,Y
1/6/2019,2019,0.739583333,Contact,ADAMS,19 AVE,33.44917667,-112.1013067,27,Warning,Not Familiar With Area,,,,,,27,,Y,
1/6/2019,2019,0.283333333,Contact,I10,175,33.1277441,-111.8498087,66,Citation,Not Familiar With Area,,,,,,66,,,Y
1/6/2019,2019,7.22E-02,Contact,ELLSWORTH,GERMAIN,33.28380833,-111.6350533,52,Citation,Not Familiar With Area,,,,,,52,,,
1/6/2019,2019,0.814583333,No Contact,I10,273,32.0827779,-110.8077016,,No Contact,,,,,,,,,,Y
1/6/2019,2019,0.377083333,No Contact,SR87,199,33.6269164,-111.5607114,,No Contact,,,,,,,,,,Y
1/7/2019,2019,0.13125,Contact,I17,203.9,33.42392333,-112.0485333,59,Arrest,Impaired - Alcohol,,,,,,59,,,
1/7/2019,2019,0.931944444,No Contact,SR202,5.7,33.43737667,-111.9737017,,No Contact,,,,,,,,,,
1/8/2019,2019,0.554166667,No Contact,SR195,9,32.4967972,-114.6496873,,No Contact,,,,,,,,,,Y
1/8/2019,2019,0.810416667,Contact,I10,204,32.78,-111.62,89,FI Only,Elderly,,,,,,89,,,
1/8/2019,2019,0.982638889,No Contact,SR202,5,33.44048333,-111.957405,,No Contact,,,,,,,,,,Y
1/9/2019,2019,0.169444444,No Contact,US60,122,33.85416,-112.6238833,,No Contact,,,,,,,,,,Y
1/9/2019,2019,0.386805556,No Contact,SR101,48,33.475135,-111.8893917,,No Contact,,,,,,,,,,Y
1/10/2019,2019,0.634722222,Contact,SR87,203,33.5808792,-111.6238169,,Citation,Not Familiar With Area,,,,,,,,,Y
1/10/2019,2019,0.965972222,Contact,SR303,139,33.64752667,-112.2188283,44,Arrest,Impaired - Alcohol,,,,,,44,,,
1/10/2019,2019,0.14375,Contact,US60,122,33.64894667,-112.3649267,,Other Agency,,,,,,,,,,Y
1/10/2019,2019,0.84375,No Contact,US93,4,35.9807703,-114.7005316,,No Contact,,,,,,,,,,Y
1/11/2019,2019,0.550694444,No Contact,US60,220,33.2734358,-111.2094195,,No Contact,,,,,,,,,,Y
1/11/2019,2019,0.829861111,No Contact,SR89A,238,34.4768191,-112.2620747,,No Contact,,,,,,,,,,Y
1/11/2019,2019,0.658333333,No Contact,SR202,32.1,33.3665071,-111.6440538,,No Contact,,,,,,,,,,Y
1/12/2019,2019,0.970833333,Contact,US60,200,33.3866007,-111.5185932,54,Citation,Not Familiar With Area,,,,,,54,,,Y
1/12/2019,2019,0.872222222,Contact,I17,195,33.423905,-112.0486117,71,Arrest,Impaired - Alcohol,,,,,,71,,,
1/12/2019,2019,0.113194444,No Contact,SR95,237,35.0199945,-114.5979721,,Self Correct,,,,,,,,,,Y
1/12/2019,2019,0.6625,Contact,I10,132,33.45994667,-112.3012833,22,Citation,,,,,,,22,,,Y
1/13/2019,2019,0.159027778,Contact,I19,56,32.0936125,-110.9931336,32,Arrest,Impaired - Alcohol,,,,,,32,,,Y
1/13/2019,2019,0.265972222,Contact,I10,261,32.18194,-110.95695,23,Citation,Not Familiar With Area,,,,,,23,,,
1/13/2019,2019,0.163888889,No Contact,I15,24,36.9740671,-113.7046507,,No Contact,,,,,,,,,,Y
1/13/2019,2019,0.238194444,No Contact,US93,1,36.0104323,-114.7363758,,No Contact,,,,,,,,,,Y
1/14/2019,2019,0.460416667,Contact,I40,82.5,35.17078833,-113.5199767,36,FI Only,Not Familiar With Area,,,,,,36,,,Y
1/14/2019,2019,0.352083333,No Contact,SR85,140,33.2198184,-112.643762,,No Contact,,,,,,,,,,Y
1/14/2019,2019,0.78125,No Contact,SR101,53,33.39238167,-111.8928433,,No Contact,,,,,,,,,,Y
1/14/2019,2019,0.534027778,No Contact,US60,223,33.2810962,-111.1611478,,No Contact,,,,,,,,,,Y
1/14/2019,2019,0.618055556,Contact,SR347,169,32.98570721,-112.048001,67,Self Correct,Fatigue,,,,,,67,,,Y
1/14/2019,2019,0.279861111,No Contact,SR96,9,34.50479233,-113.0684945,,No Contact,,,,,,,,,,Y
1/15/2019,2019,0.596527778,No Contact,I17,229,33.8698849,-112.1462112,,No Contact,,,,,,,,,,Y
1/15/2019,2019,0.795833333,No Contact,I40,201,35.2158831,-111.5838359,,No Contact,,,,,,,,,,Y
1/15/2019,2019,0.7625,No Contact,SR202,1.8,33.29142833,-111.9999133,,No Contact,,,,,,,,,,Y
1/15/2019,2019,0.815972222,No Contact,SR303,113.2,33.5925217,-112.4181141,,No Contact,,,,,,,,,,Y
1/16/2019,2019,0.895833333,Contact,7th Ave,Jefferson St.,33.44710754,-112.082532,22,Warning,Not familiar with area,,,,,,22,,Y,
1/16/2019,2019,0.522916667,No Contact,I10,175,33.10696833,-111.83339,,No Contact,,,,,,,,,,Y
1/16/2019,2019,0.934722222,No Contact,US60,181,33.3862111,-111.8126925,,No Contact,,,,,,,,,,Y
1/16/2019,2019,7.15E-02,No Contact,I17,263,34.3338203,-112.1199583,,No Contact,,,,,,,,,,Y
1/17/2019,2019,0.577777778,Contact,15th Ave,Jefferson St.,33.44746833,-112.0903583,42,Warning,Not familiar with area,,,,,,42,,Y,
1/17/2019,2019,0.736805556,Contact,17th Ave,Jefferson St.,33.44699014,-112.0957244,23,Warning,Not familiar with area,,,,,,23,,Y,
1/17/2019,2019,0.695833333,Contact,I10,269,32.11897333,-110.865775,,Citation,Intentional,,,,,,,,,Y
1/17/2019,2019,5.00E-02,Contact,SR51,3,33.46662584,-112.0232061,28,Arrest,Impaired - Alcohol,,,,,,28,,,
1/17/2019,2019,0.210416667,No Contact,I10,391,32.2281717,-109.0517291,,No Contact,,,,,,,,,,Y
1/18/2019,2019,0.7625,Contact,I10,225,32.5901779,-111.337338,21,Arrest,Impaired - Drugs,"Methamphetamine, THC, Carboxy THC (THC metabolyte), benzoylecgonine-Cocaine metabolyte",,,,,21,,,Y
1/18/2019,2019,0.970833333,Contact,I10,153.8,33.42391333,-112.048555,35,Arrest,Impaired - Alcohol,,,,,,35,,,
1/18/2019,2019,0.219444444,No Contact,US93,50,35.4310516,-114.2843293,,No Contact,,,,,,,,,,Y
1/18/2019,2019,0.313888889,Contact,I40,310,35.27282167,-109.2657467,67,Warning,Elderly,,,,,,67,,,Y
1/18/2019,2019,0.974305556,No Contact,I17,244,34.0801718,-112.141026,,No Contact,,,,,,,,,,Y
1/18/2019,2019,0.7,No Contact,SR202,2.8,33.45972167,-111.9962117,,No Contact,,,,,,,,,,Y
1/19/2019,2019,0.697222222,Contact,SR347,175,33.07738188,-112.0406484,75,Other Agency,Medical Issue,,,,,,75,,,Y
1/19/2019,2019,0.981944444,Contact,VIRGINIA,27TH AVE,33.47681301,-112.1170865,60,Arrest,Impaired - Drugs,"Alprazolam (xanax), THC, Carboxy THC (THC Metabolyte)",,,,,60,,,
1/20/2019,2019,0.586805556,Collision,I10,286,31.99589023,-110.617908,45,Arrest,Intentional,,Injury,0,1,1,45,,,Y
1/20/2019,2019,0.159722222,Contact,I17,229.1,33.87001559,-112.1462446,28,Arrest,Impaired - Drugs,"Amphetamine, Methamphetamine, 7-aminoclonazepam (clonazepam metabolite), zolpidem, clonazepam, alprazolam",,,,,28,,,Y
1/20/2019,2019,0.595833333,Contact,20th Ave,Jefferson St.,33.44802167,-112.110245,23,Citation,Not familiar with area,,,,,,23,,,Y
1/20/2019,2019,0.626388889,Contact,19th Ave,Jefferson St.,33.44640167,-112.0956267,18,Warning,Not familiar with area,,,,,,18,,Y,
1/20/2019,2019,5.90E-02,No Contact,I10,167,33.21983804,-111.9204271,,No Contact,,,,,,,,,,Y
1/20/2019,2019,0.159722222,No Contact,US60,185,33.3863486,-111.743399,,No Contact,,,,,,,,,,Y
1/20/2019,2019,0.617361111,No Contact,I10,248,32.308065,-111.0420217,,No Contact,,,,,,,,,,Y
1/21/2019,2019,0.431944444,Contact,SR87,190,33.6269164,-111.5607114,64,Warning,Not Familiar With Area,,,,,,64,,,Y
1/21/2019,2019,0.689583333,Contact,12th Ave,Washington,33.44795833,-112.0881233,43,Warning,Not Familiar With Area,,,,,,43,,Y,
1/22/2019,2019,0.441666667,Contact,7th Ave,SR101,33.66864977,-112.0828679,32,Warning,Not Familiar With Area,,,,,,32,,,Y
1/22/2019,2019,0.175,No Contact,I10,281,32.084315,-110.8034917,,No Contact,,,,,,,,,,
1/22/2019,2019,0.347916667,No Contact,SR195,9,32.4967972,-114.6496873,,No Contact,,,,,,,,,,Y
1/22/2019,2019,0.943055556,No Contact,I10,213,32.7078119,-111.4867311,,No Contact,,,,,,,,,,Y
1/22/2019,2019,0.768055556,No Contact,I10,114,33.43292928,-112.5923476,,No Contact,,,,,,,,,,Y
1/22/2019,2019,0.816666667,No Contact,SR89,319,34.63521045,-112.4172787,,No Contact,,,,,,,,,,Y
1/23/2019,2019,0.683333333,Contact,SR195,24,32.6272884,-114.5213734,64,Citation,Not Familiar With Area,,,,,,64,,,Y
1/23/2019,2019,0.445833333,Contact,SR87,200,33.6368228,-111.5485188,81,Citation,Elderly,,,,,,81,,,Y
1/23/2019,2019,0.620833333,No Contact,SR87,197,33.6048231,-111.5828161,,No Contact,,,,,,,,,,Y
1/23/2019,2019,0.636111111,No Contact,SR87,199,33.6298,-111.5567,,No Contact,,,,,,,,,,Y
1/23/2019,2019,0.524305556,No Contact,SR87,183,33.43580167,-111.9310083,,No Contact,,,,,,,,,,Y
1/24/2019,2019,0.849305556,Contact,I40,195,35.1738795,-111.6684847,62,Citation,Intentional,,,,,,62,,,Y
1/25/2019,2019,0.788194444,Contact,I17,337,35.1342366,-111.6850146,63,Arrest,Impaired - Alcohol,,,,,,63,,,Y
1/25/2019,2019,0.779861111,Contact,I10,143.7,33.4615984,-112.0970903,29,Long Form,Impaired - Alcohol,,,0,1,,29,,,Y
1/25/2019,2019,0.749305556,Contact,US60,128,33.8648715,-112.6345202,31,Arrest,Impaired - Alcohol,,,0,1,,31,,,Y
1/25/2019,2019,0.430555556,No Contact,SR87,203,33.6793076,-111.501817,,No Contact,,,,,,,,,,Y
1/25/2019,2019,0.701388889,No Contact,SR77,90,32.5403363,-110.9307844,,No Contact,,,,,,,,,,Y
1/26/2019,2019,0.8,Contact,US60,175,33.3857298,-111.916415,24,Citation,Not Familiar With Area,,,,,,24,,,Y
1/26/2019,2019,0.784722222,Collision,I10,15,33.6534672,-114.2837392,45,Arrest,Impaired - Alcohol,,Non-Injury,0,0,2,45,,,Y
1/27/2019,2019,0.923611111,Contact,JEFFERSON,12TH AVE,33.44715667,-112.0875417,31,Warning,Not Familiar With Area,,,,,,31,,Y,
1/27/2019,2019,0.568055556,No Contact,SR87,218,33.8641438,-111.4724128,,No Contact,,,,,,,,,,Y
1/27/2019,2019,0.640277778,Contact,I10,320,31.9843208,-110.5535719,33,Citation,Fatigue,,,,,,33,,,Y
1/27/2019,2019,8.26E-02,Contact,I10,111,33.4345687,-112.6552327,,Other Agency,,,,,,,,,,Y
1/27/2019,2019,0.639583333,No Contact,SR101,54.5,33.4011767,-111.8913367,,No Contact,,,,,,,,,,Y
1/28/2019,2019,0.840277778,Contact,SR101,6.5,33.522936,-112.2688987,70,FI Only,Elderly,,,,,,70,,,Y
1/28/2019,2019,0.830555556,No Contact,SR347,166,32.9491646,-112.0482297,,No Contact,,,,,,,,,,Y
1/28/2019,2019,0.496527778,Contact,SR87,200,33.63730436,-111.5448698,78,Citation,Elderly,,,,,,78,,,Y
1/29/2019,2019,0.519444444,No Contact,I8,14,32.6703404,-114.4141673,,No Contact,,,,,,,,,,Y
1/29/2019,2019,0.65625,No Contact,I10,262,32.1815902,-110.9525224,,No Contact,,,,,,,,,,Y
1/29/2019,2019,0.163194444,No Contact,SR51,12,33.6183048,-112.009641,,No Contact,,,,,,,,,,Y
1/31/2019,2019,0.763194444,No Contact,I17,262,34.3196453,-112.123121,,No Contact,,,,,,,,,,Y
1/31/2019,2019,0.784722222,No Contact,SR202,58,33.28761667,-111.9460033,,No Contact,,,,,,,,,,
2/1/2019,2019,5.56E-03,No Contact,I17,272,34.4313148,-112.0337453,,No Contact,,,,,,,,,,Y
2/1/2019,2019,0.188194444,No Contact,I40,289,34.9332315,-110.1316572,,No Contact,,,,,,,,,,Y
2/1/2019,2019,0.599305556,No Contact,SR85,150,33.3632126,-112.6265389,,No Contact,,,,,,,,,,Y
2/1/2019,2019,0.720138889,No Contact,SR347,185,33.2153207,-111.9902578,,No Contact,,,,,,,,,,Y
2/1/2019,2019,0.755555556,No Contact,SR101,50,33.4591887,-111.8895032,,No Contact,,,,,,,,,,Y
2/1/2019,2019,2.57E-02,No Contact,I10,262,32.25149,-110.9959467,,No Contact,,,,,,,,,,
2/2/2019,2019,0.736111111,No Contact,I40,48,35.1795232,-114.072736,,No Contact,,,,,,,,,,Y
2/2/2019,2019,0.65,No Contact,SR195,10,32.4953534,-114.632533,,No Contact,,,,,,,,,,Y
2/3/2019,2019,0.4375,Collision,SR69,268,34.36253902,-112.1745247,90,Citation,Hit and Run,,Non-Injury,0,0,1,90,,,Y
2/3/2019,2019,0.977777778,No Contact,SR101,17,33.6671724,-112.2241106,,No Contact,,,,,,,,,,Y
2/3/2019,2019,8.96E-02,No Contact,SR51,11,33.6037918,-112.0093717,,No Contact,,,,,,,,,,Y
2/3/2019,2019,0.286805556,No Contact,I10,150,33.4268109,-112.0308175,,No Contact,,,,,,,,,,Y
2/3/2019,2019,0.866666667,No Contact,SR87,214,33.8129157,-111.4850122,,No Contact,,,,,,,,,,Y
2/3/2019,2019,0.879166667,No Contact,RT66,59,35.24,-113.99,,Other Agency,,,,,,,,,,Y
2/4/2019,2019,0.417361111,No Contact,SR87,183,33.5075234,-111.7735251,,No Contact,,,,,,,,,,Y
2/4/2019,2019,0.623611111,No Contact,SR202,20.1,33.47868333,-111.774165,,No Contact,,,,,,,,,,Y
2/6/2019,2019,0.763888889,Contact,18th Ave,Adams St.,33.449465,-112.09817,23,Citation,Not familiar with area,,,,,,23,,Y,
2/6/2019,2019,0.947222222,No Contact,I10,226,32.52437833,-111.2820483,,No Contact,,,,,,,,,,Y
2/7/2019,2019,0.835416667,Contact,I10,198,32.8349168,-111.6860803,45,FI Only,Not Familiar With Area,,,,,,45,,,Y
2/7/2019,2019,0.691666667,No Contact,I17,229,33.8698849,-112.1462112,,No Contact,,,,,,,,,,Y
2/7/2019,2019,9.86E-02,No Contact,SR101,23.4,33.6685704,-112.1206,,No Contact,,,,,,,,,,Y
2/8/2019,2019,0.860416667,Contact,I10,257,32.2404444,-110.9854445,50,Citation,Not Familiar With Area,,,,,,50,,,Y
2/8/2019,2019,0.429166667,Contact,JEFFERSON,15th AVE,33.44736667,-112.09164,25,Warning,Not Familiar With Area,,,,,,25,,Y,
2/8/2019,2019,0.15,No Contact,SR51,7,33.5584938,-112.0379967,,No Contact,,,,,,,,,,Y
2/8/2019,2019,0.2875,No Contact,SR51,9.1,33.579094,-112.011059,,No Contact,,,,,,,,,,Y
2/9/2019,2019,0.756944444,Contact,SR68,16.4,35.22650667,-114.3120733,69,Citation,Elderly,,,,,,69,,,Y
2/9/2019,2019,0.66875,No Contact,SR347,163,32.9056828,-112.0493412,,No Contact,,,,,,,,,,Y
2/9/2019,2019,0.992361111,No Contact,SR87,182,33.5034841,-111.7905649,,No Contact,,,,,,,,,,Y
2/9/2019,2019,0.102777778,No Contact,SR87,180,33.4867136,-111.8181757,,No Contact,,,,,,,,,,Y
2/10/2019,2019,0.797222222,Contact,SR87,227.4,33.948552,-111.4215743,62,Arrest,Impaired - Alcohol,,,,,,62,,,Y
2/10/2019,2019,0.281944444,No Contact,SR101,9.3,33.5620404,-112.2571416,,No Contact,,,,,,,,,,Y
2/10/2019,2019,0.177083333,No Contact,I10,257,32.24037,-110.9856336,,No Contact,,,,,,,,,,Y
2/11/2019,2019,0.888194444,Contact,I40,163,35.25828833,-112.19413,38,Long Form,Hit and Run,,,0,0,,38,,,Y
2/11/2019,2019,0.741666667,No Contact,I10,252,32.2990408,-111.0345871,,No Contact,,,,,,,,,,Y
2/11/2019,2019,0.936805556,No Contact,I10,236,32.46062333,-111.2156833,,No Contact,,,,,,,,,,Y
2/11/2019,2019,0.429861111,No Contact,US60,124,33.8222148,-112.5857501,,No Contact,,,,,,,,,,Y
2/11/2019,2019,0.464583333,No Contact,SR101,3.9,33.4802277,-112.2637077,,No Contact,,,,,,,,,,Y
2/11/2019,2019,0.195833333,No Contact,I40,278,34.9466846,-110.2961419,,No Contact,,,,,,,,,,Y
2/13/2019,2019,0.795138889,Contact,I40,23,34.48115667,-114.3382633,53,Long Form,Impaired - Alcohol,,,,,,53,,,
2/13/2019,2019,0.874305556,No Contact,SR202,6.4,33.4367059,-111.9560121,,No Contact,,,,,,,,,,Y
2/13/2019,2019,0.569444444,No Contact,SR87,200,33.6356712,-111.5470463,,No Contact,,,,,,,,,,Y
2/13/2019,2019,0.608333333,No Contact,I17,298,34.6793768,-111.7544857,,No Contact,,,,,,,,,,Y
2/14/2019,2019,43,No Contact,US93,188,34.0760007,-112.8824334,,No Contact,,,,,,,,,,Y
2/14/2019,2019,0.879166667,No Contact,SR101,6.5,33.5375178,-112.2698956,,No Contact,,,,,,,,,,Y
2/15/2019,2019,0.647222222,Contact,9th Ave,Washington,33.44823833,-112.0832183,22,Warning,Not Familiar With Area,,,,,,22,,Y,
2/15/2019,2019,0.766666667,No Contact,SR347,168,33.04409167,-112.047535,83,Other Agency,Elderly,,,,,,83,,,Y
2/15/2019,2019,6.04E-02,No Contact,SR51,4.6,33.52052713,-112.0439907,,No Contact,,,,,,,,,,Y
2/15/2019,2019,0.184722222,No Contact,I10,144.5,33.47447333,-112.1077133,,No Contact,,,,,,,,,,
2/16/2019,2019,0.863194444,Contact,SR85,147.9,33.3483844,-112.6242643,68,Arrest,Impaired - Alcohol,,,,,,68,,,Y
2/16/2019,2019,8.26E-02,Collision,SR101,26.2,33.671693,-112.0004164,27,Arrest,Impaired - Alcohol,,Non-Injury,0,0,2,27,,,Y
2/16/2019,2019,0.269444444,Contact,I17,209.9,33.59298355,-112.1165737,20,Citation,Intentional,,,,,,20,,,Y
2/16/2019,2019,0.661805556,No Contact,US60,214,33.2575477,-111.3062895,,No Contact,,,,,,,,,,Y
2/16/2019,2019,0.421527778,No Contact,I8,119,32.9269682,-112.6783229,,No Contact,,,,,,,,,,Y
